Subdivision,Year,Annual_Rainfall_mm
Himachal Pradesh,1924,1660.600
Himachal Pradesh,1925,1509.400
Himachal Pradesh,1926,1449.800
Himachal Pradesh,1927,1434.700
Himachal Pradesh,1928,1308.800
Himachal Pradesh,1929,1424.700
Himachal Pradesh,1930,1305.400
Himachal Pradesh,1931,1266.400
Himachal Pradesh,1932,1418.600
Himachal Pradesh,1933,1240.400
Himachal Pradesh,1934,982.000
Himachal Pradesh,1935,1028.000
Himachal Pradesh,1936,1157.900
Himachal Pradesh,1937,1464.900
Himachal Pradesh,1938,927.400
Himachal Pradesh,1939,877.600
Himachal Pradesh,1940,1088.600
Himachal Pradesh,1941,895.500
Himachal Pradesh,1942,1328.200
Himachal Pradesh,1943,1223.100
Himachal Pradesh,1944,1128.700
Himachal Pradesh,1945,1647.000
Himachal Pradesh,1946,1539.000
Himachal Pradesh,1947,1313.400
Himachal Pradesh,1948,1758.700
Himachal Pradesh,1949,1311.100
Himachal Pradesh,1950,1684.500
Himachal Pradesh,1951,1238.500
Himachal Pradesh,1952,1263.600
Himachal Pradesh,1953,1425.600
Himachal Pradesh,1954,1717.500
Himachal Pradesh,1955,1919.200
Himachal Pradesh,1956,1541.600
Himachal Pradesh,1957,1822.600
Himachal Pradesh,1958,1572.300
Himachal Pradesh,1959,1640.400
Himachal Pradesh,1960,1115.300
Himachal Pradesh,1961,1515.600
Himachal Pradesh,1962,1393.600
Himachal Pradesh,1963,1354.600
Himachal Pradesh,1964,1354.000
Himachal Pradesh,1965,1220.300
Himachal Pradesh,1966,1371.000
Himachal Pradesh,1967,1558.600
Himachal Pradesh,1968,1168.200
Himachal Pradesh,1969,1127.700
Himachal Pradesh,1970,1082.700
Himachal Pradesh,1971,1274.900
Himachal Pradesh,1972,842.300
Himachal Pradesh,1973,955.200
Himachal Pradesh,1974,776.300
Himachal Pradesh,1975,1054.000
Himachal Pradesh,1976,1179.500
Himachal Pradesh,1977,1245.000
Himachal Pradesh,1978,1371.200
Himachal Pradesh,1979,1021.000
Himachal Pradesh,1980,1154.900
Himachal Pradesh,1981,1147.200
Himachal Pradesh,1982,1423.000
Himachal Pradesh,1983,1189.600
Himachal Pradesh,1984,968.300
Himachal Pradesh,1985,1194.000
Himachal Pradesh,1986,1322.600
Himachal Pradesh,1987,1035.500
Himachal Pradesh,1988,1881.100
Himachal Pradesh,1989,1177.200
Himachal Pradesh,1990,1462.800
Himachal Pradesh,1991,1104.800
Himachal Pradesh,1992,1383.100
Himachal Pradesh,1993,1128.300
Himachal Pradesh,1994,1410.300
Himachal Pradesh,1995,1493.700
Himachal Pradesh,1996,1384.400
Himachal Pradesh,1997,1454.500
Himachal Pradesh,1998,1381.500
Himachal Pradesh,1999,1144.900
Himachal Pradesh,2000,1068.100
Himachal Pradesh,2001,991.800
Himachal Pradesh,2002,990.500
Himachal Pradesh,2003,1034.400
Himachal Pradesh,2004,878.300
Himachal Pradesh,2005,1248.500
Himachal Pradesh,2006,1218.400
Himachal Pradesh,2007,1034.400
Himachal Pradesh,2008,1114.300
Himachal Pradesh,2009,956.500
Himachal Pradesh,2010,1259.400
Himachal Pradesh,2011,1108.200
Himachal Pradesh,2012,951.700
Himachal Pradesh,2013,1212.000
Himachal Pradesh,2014,1008.900
Himachal Pradesh,2015,1210.500
Himachal Pradesh,2016,921.500
Himachal Pradesh,2017,1182.200
Jammu & Kashmir,1901,980.000
Jammu & Kashmir,1902,760.400
Jammu & Kashmir,1903,1286.700
Jammu & Kashmir,1904,982.100
Jammu & Kashmir,1905,1157.600
Jammu & Kashmir,1906,1193.100
Jammu & Kashmir,1907,1069.600
Jammu & Kashmir,1908,1227.400
Jammu & Kashmir,1909,1339.900
Jammu & Kashmir,1910,1109.600
Jammu & Kashmir,1911,1280.100
Jammu & Kashmir,1912,936.700
Jammu & Kashmir,1913,1000.200
Jammu & Kashmir,1914,1692.200
Jammu & Kashmir,1915,963.800
Jammu & Kashmir,1916,1034.300
Jammu & Kashmir,1917,1386.100
Jammu & Kashmir,1918,916.500
Jammu & Kashmir,1919,1189.200
Jammu & Kashmir,1920,889.900
Jammu & Kashmir,1921,1057.700
Jammu & Kashmir,1922,890.800
Jammu & Kashmir,1923,1264.300
Jammu & Kashmir,1924,1182.000
Jammu & Kashmir,1925,1013.300
Jammu & Kashmir,1926,1123.500
Jammu & Kashmir,1927,973.000
Jammu & Kashmir,1928,1291.100
Jammu & Kashmir,1929,1102.700
Jammu & Kashmir,1930,1168.000
Jammu & Kashmir,1931,954.900
Jammu & Kashmir,1932,1039.400
Jammu & Kashmir,1933,1187.700
Jammu & Kashmir,1934,803.100
Jammu & Kashmir,1935,1085.400
Jammu & Kashmir,1936,1140.900
Jammu & Kashmir,1937,939.800
Jammu & Kashmir,1938,1061.800
Jammu & Kashmir,1939,1003.300
Jammu & Kashmir,1940,878.400
Jammu & Kashmir,1941,871.700
Jammu & Kashmir,1942,1239.900
Jammu & Kashmir,1943,1167.700
Jammu & Kashmir,1944,1050.900
Jammu & Kashmir,1945,856.300
Jammu & Kashmir,1946,922.300
Jammu & Kashmir,1947,913.900
Jammu & Kashmir,1948,1183.100
Jammu & Kashmir,1949,947.000
Jammu & Kashmir,1950,1523.100
Jammu & Kashmir,1951,962.800
Jammu & Kashmir,1952,1069.500
Jammu & Kashmir,1953,1229.700
Jammu & Kashmir,1954,1307.300
Jammu & Kashmir,1955,1156.500
Jammu & Kashmir,1956,1520.700
Jammu & Kashmir,1957,1520.300
Jammu & Kashmir,1958,1350.400
Jammu & Kashmir,1959,1550.200
Jammu & Kashmir,1960,766.400
Jammu & Kashmir,1961,1137.900
Jammu & Kashmir,1962,930.300
Jammu & Kashmir,1963,909.100
Jammu & Kashmir,1964,946.200
Jammu & Kashmir,1965,912.500
Jammu & Kashmir,1966,1378.900
Jammu & Kashmir,1967,1091.400
Jammu & Kashmir,1968,1065.500
Jammu & Kashmir,1969,1095.600
Jammu & Kashmir,1970,656.900
Jammu & Kashmir,1971,764.500
Jammu & Kashmir,1972,1145.700
Jammu & Kashmir,1973,1100.500
Jammu & Kashmir,1974,802.500
Jammu & Kashmir,1975,1180.500
Jammu & Kashmir,1976,1023.400
Jammu & Kashmir,1977,955.100
Jammu & Kashmir,1978,1061.600
Jammu & Kashmir,1979,1077.400
Jammu & Kashmir,1980,1017.700
Jammu & Kashmir,1981,1135.500
Jammu & Kashmir,1982,1202.100
Jammu & Kashmir,1983,1485.200
Jammu & Kashmir,1984,1157.300
Jammu & Kashmir,1985,1167.200
Jammu & Kashmir,1986,1521.100
Jammu & Kashmir,1987,1216.000
Jammu & Kashmir,1988,1671.000
Jammu & Kashmir,1989,1216.000
Jammu & Kashmir,1990,1573.800
Jammu & Kashmir,1991,1449.000
Jammu & Kashmir,1992,1478.000
Jammu & Kashmir,1993,1243.700
Jammu & Kashmir,1994,1732.400
Jammu & Kashmir,1995,1619.600
Jammu & Kashmir,1996,1620.500
Jammu & Kashmir,1997,1295.900
Jammu & Kashmir,1998,1325.800
Jammu & Kashmir,1999,890.600
Jammu & Kashmir,2000,984.600
Jammu & Kashmir,2001,952.700
Jammu & Kashmir,2002,903.400
Jammu & Kashmir,2003,1311.100
Jammu & Kashmir,2004,944.800
Jammu & Kashmir,2005,1692.600
Jammu & Kashmir,2006,1519.900
Jammu & Kashmir,2007,1023.600
Jammu & Kashmir,2008,1224.500
Jammu & Kashmir,2009,1104.390
Jammu & Kashmir,2010,997.800
Jammu & Kashmir,2011,887.600
Jammu & Kashmir,2012,1034.700
Jammu & Kashmir,2013,859.300
Jammu & Kashmir,2014,1093.500
Jammu & Kashmir,2015,1572.900
Jammu & Kashmir,2016,902.900
Jammu & Kashmir,2017,1279.100
Jharkhand,1901,1274.500
Jharkhand,1902,1197.600
Jharkhand,1903,1174.300
Jharkhand,1904,1480.800
Jharkhand,1905,1354.700
Jharkhand,1906,1314.300
Jharkhand,1907,1455.600
Jharkhand,1908,1214.200
Jharkhand,1909,1447.900
Jharkhand,1910,1297.400
Jharkhand,1911,1475.400
Jharkhand,1912,1142.800
Jharkhand,1913,1585.800
Jharkhand,1914,1215.400
Jharkhand,1915,1102.200
Jharkhand,1916,1364.300
Jharkhand,1917,1724.300
Jharkhand,1918,1162.700
Jharkhand,1919,1633.400
Jharkhand,1920,1415.000
Jharkhand,1921,1233.700
Jharkhand,1922,1443.200
Jharkhand,1923,1431.800
Jharkhand,1924,1431.900
Jharkhand,1925,1327.600
Jharkhand,1926,1478.400
Jharkhand,1927,1283.100
Jharkhand,1928,1384.000
Jharkhand,1929,1611.500
Jharkhand,1930,1434.000
Jharkhand,1931,1350.500
Jharkhand,1932,1193.700
Jharkhand,1933,1535.700
Jharkhand,1934,1197.400
Jharkhand,1935,1151.600
Jharkhand,1936,1664.400
Jharkhand,1937,1450.400
Jharkhand,1938,1229.700
Jharkhand,1939,1519.800
Jharkhand,1940,1231.900
Jharkhand,1941,1513.600
Jharkhand,1942,1589.000
Jharkhand,1943,1556.100
Jharkhand,1944,1386.500
Jharkhand,1945,1308.700
Jharkhand,1946,1553.200
Jharkhand,1947,1234.600
Jharkhand,1948,1402.700
Jharkhand,1949,1436.700
Jharkhand,1950,1392.900
Jharkhand,1951,1071.600
Jharkhand,1952,1387.300
Jharkhand,1953,1509.400
Jharkhand,1954,1059.500
Jharkhand,1955,1080.800
Jharkhand,1956,1555.700
Jharkhand,1957,1377.400
Jharkhand,1958,1180.500
Jharkhand,1959,1599.900
Jharkhand,1960,1248.800
Jharkhand,1961,1560.600
Jharkhand,1962,1047.700
Jharkhand,1963,1314.900
Jharkhand,1964,1150.400
Jharkhand,1965,1012.400
Jharkhand,1966,879.700
Jharkhand,1967,1225.300
Jharkhand,1968,1293.200
Jharkhand,1969,1158.100
Jharkhand,1970,1291.400
Jharkhand,1971,1898.700
Jharkhand,1972,996.200
Jharkhand,1973,1441.200
Jharkhand,1974,1127.000
Jharkhand,1975,1361.500
Jharkhand,1976,1191.700
Jharkhand,1977,1521.500
Jharkhand,1978,1556.300
Jharkhand,1979,882.800
Jharkhand,1980,1340.400
Jharkhand,1981,1167.200
Jharkhand,1982,1085.300
Jharkhand,1983,1261.800
Jharkhand,1984,1529.800
Jharkhand,1985,1240.300
Jharkhand,1986,1335.500
Jharkhand,1987,1332.700
Jharkhand,1988,1153.600
Jharkhand,1989,1148.900
Jharkhand,1990,1404.500
Jharkhand,1991,1251.000
Jharkhand,1992,933.200
Jharkhand,1993,1204.000
Jharkhand,1994,1579.400
Jharkhand,1995,1366.600
Jharkhand,1996,1191.600
Jharkhand,1997,1461.300
Jharkhand,1998,1353.700
Jharkhand,1999,1586.900
Jharkhand,2000,1191.500
Jharkhand,2001,1254.500
Jharkhand,2002,1034.900
Jharkhand,2003,1244.900
Jharkhand,2004,1136.800
Jharkhand,2005,960.500
Jharkhand,2006,1459.300
Jharkhand,2007,1437.300
Jharkhand,2008,1325.400
Jharkhand,2009,996.300
Jharkhand,2010,697.100
Jharkhand,2011,1374.600
Jharkhand,2012,1064.900
Jharkhand,2013,1253.500
Jharkhand,2014,1156.600
Jharkhand,2015,1081.800
Jharkhand,2016,1264.100
Jharkhand,2017,1165.700
Kerala,1901,3248.600
Kerala,1902,3326.500
Kerala,1903,3271.400
Kerala,1904,3129.600
Kerala,1905,2741.700
Kerala,1906,2708.100
Kerala,1907,3670.900
Kerala,1908,2648.300
Kerala,1909,3050.100
Kerala,1910,2848.600
Kerala,1911,2726.800
Kerala,1912,3451.300
Kerala,1913,2610.700
Kerala,1914,2899.200
Kerala,1915,3024.700
Kerala,1916,2945.400
Kerala,1917,2704.800
Kerala,1918,2501.900
Kerala,1919,3003.100
Kerala,1920,3303.200
Kerala,1921,2720.000
Kerala,1922,3267.700
Kerala,1923,3484.900
Kerala,1924,4226.300
Kerala,1925,3062.200
Kerala,1926,2965.400
Kerala,1927,2994.800
Kerala,1928,2502.700
Kerala,1929,3361.600
Kerala,1930,3018.000
Kerala,1931,3259.500
Kerala,1932,3403.100
Kerala,1933,4072.800
Kerala,1934,2410.700
Kerala,1935,2498.100
Kerala,1936,3043.100
Kerala,1937,2818.100
Kerala,1938,2634.100
Kerala,1939,2937.500
Kerala,1940,3117.800
Kerala,1941,3111.200
Kerala,1942,3051.000
Kerala,1943,3464.300
Kerala,1944,2489.900
Kerala,1945,2432.300
Kerala,1946,3565.500
Kerala,1947,2998.000
Kerala,1948,3039.200
Kerala,1949,2942.500
Kerala,1950,3146.700
Kerala,1951,2705.600
Kerala,1952,2334.800
Kerala,1953,2544.800
Kerala,1954,2937.900
Kerala,1955,3134.600
Kerala,1956,2798.300
Kerala,1957,3103.200
Kerala,1958,2923.100
Kerala,1959,3746.200
Kerala,1960,3385.600
Kerala,1961,4257.900
Kerala,1962,3375.800
Kerala,1963,2651.000
Kerala,1964,2869.200
Kerala,1965,2342.500
Kerala,1966,2621.800
Kerala,1967,2569.100
Kerala,1968,3392.700
Kerala,1969,2664.900
Kerala,1970,2703.300
Kerala,1971,3076.700
Kerala,1972,2739.200
Kerala,1973,2412.400
Kerala,1974,2767.500
Kerala,1975,3498.400
Kerala,1976,2068.800
Kerala,1977,3047.600
Kerala,1978,3176.700
Kerala,1979,2503.100
Kerala,1980,2803.400
Kerala,1981,3005.800
Kerala,1982,2223.300
Kerala,1983,2320.500
Kerala,1984,2762.200
Kerala,1985,2390.800
Kerala,1986,2093.400
Kerala,1987,2137.600
Kerala,1988,2403.400
Kerala,1989,2422.600
Kerala,1990,2693.300
Kerala,1991,3184.500
Kerala,1992,3239.400
Kerala,1993,2717.700
Kerala,1994,3410.800
Kerala,1995,2858.800
Kerala,1996,2609.900
Kerala,1997,3252.500
Kerala,1998,3151.400
Kerala,1999,2914.700
Kerala,2000,2412.500
Kerala,2001,2931.000
Kerala,2002,2507.500
Kerala,2003,2394.800
Kerala,2004,2886.000
Kerala,2005,3031.200
Kerala,2006,3420.600
Kerala,2007,3489.600
Kerala,2008,2524.700
Kerala,2009,2810.700
Kerala,2010,3131.900
Kerala,2011,3035.300
Kerala,2012,2151.200
Kerala,2013,3255.500
Kerala,2014,3046.600
Kerala,2015,2600.700
Kerala,2016,1870.800
Kerala,2017,2664.800
Konkan & Goa,1901,2792.800
Konkan & Goa,1902,2674.000
Konkan & Goa,1903,3084.200
Konkan & Goa,1904,2393.700
Konkan & Goa,1905,1682.900
Konkan & Goa,1906,2418.800
Konkan & Goa,1907,2766.500
Konkan & Goa,1908,2735.500
Konkan & Goa,1909,2860.500
Konkan & Goa,1910,2544.000
Konkan & Goa,1911,2134.700
Konkan & Goa,1912,2793.200
Konkan & Goa,1913,2617.500
Konkan & Goa,1914,3464.600
Konkan & Goa,1915,2525.800
Konkan & Goa,1916,3402.600
Konkan & Goa,1917,3430.900
Konkan & Goa,1918,1867.200
Konkan & Goa,1919,2851.800
Konkan & Goa,1920,1924.000
Konkan & Goa,1921,2899.200
Konkan & Goa,1922,2817.600
Konkan & Goa,1923,2770.400
Konkan & Goa,1924,2444.200
Konkan & Goa,1925,2305.200
Konkan & Goa,1926,3165.800
Konkan & Goa,1927,2747.000
Konkan & Goa,1928,3172.500
Konkan & Goa,1929,2509.300
Konkan & Goa,1930,2845.800
Konkan & Goa,1931,3999.300
Konkan & Goa,1932,2962.900
Konkan & Goa,1933,3343.400
Konkan & Goa,1934,3272.300
Konkan & Goa,1935,2542.600
Konkan & Goa,1936,2783.300
Konkan & Goa,1937,3191.900
Konkan & Goa,1938,3495.500
Konkan & Goa,1939,2758.600
Konkan & Goa,1940,3313.700
Konkan & Goa,1941,1889.700
Konkan & Goa,1942,3279.400
Konkan & Goa,1943,3251.200
Konkan & Goa,1944,2952.200
Konkan & Goa,1945,3244.500
Konkan & Goa,1946,3359.000
Konkan & Goa,1947,3090.100
Konkan & Goa,1948,3119.600
Konkan & Goa,1949,3213.700
Konkan & Goa,1950,2929.200
Konkan & Goa,1951,2849.300
Konkan & Goa,1952,2521.900
Konkan & Goa,1953,3327.700
Konkan & Goa,1954,3790.400
Konkan & Goa,1955,3897.400
Konkan & Goa,1956,3663.700
Konkan & Goa,1957,3123.500
Konkan & Goa,1958,4000.300
Konkan & Goa,1959,3588.600
Konkan & Goa,1960,3027.800
Konkan & Goa,1961,3921.000
Konkan & Goa,1962,3485.200
Konkan & Goa,1963,3606.800
Konkan & Goa,1964,3192.700
Konkan & Goa,1965,3071.600
Konkan & Goa,1966,2427.600
Konkan & Goa,1967,2752.400
Konkan & Goa,1968,2359.300
Konkan & Goa,1969,3127.300
Konkan & Goa,1970,3596.600
Konkan & Goa,1971,2754.000
Konkan & Goa,1972,1873.000
Konkan & Goa,1973,2836.200
Konkan & Goa,1974,3086.700
Konkan & Goa,1975,3515.500
Konkan & Goa,1976,3062.900
Konkan & Goa,1977,3103.400
Konkan & Goa,1978,2885.500
Konkan & Goa,1979,2509.200
Konkan & Goa,1980,2724.200
Konkan & Goa,1981,3124.700
Konkan & Goa,1982,2698.800
Konkan & Goa,1983,3814.500
Konkan & Goa,1984,2583.800
Konkan & Goa,1985,2968.500
Konkan & Goa,1986,2127.600
Konkan & Goa,1987,2635.000
Konkan & Goa,1988,3293.000
Konkan & Goa,1989,2771.400
Konkan & Goa,1990,3568.000
Konkan & Goa,1991,2954.600
Konkan & Goa,1992,2840.400
Konkan & Goa,1993,3480.800
Konkan & Goa,1994,3179.800
Konkan & Goa,1995,2766.100
Konkan & Goa,1996,2920.800
Konkan & Goa,1997,3027.200
Konkan & Goa,1998,3234.600
Konkan & Goa,1999,2912.100
Konkan & Goa,2000,3133.200
Konkan & Goa,2001,2395.400
Konkan & Goa,2002,2537.300
Konkan & Goa,2003,2842.200
Konkan & Goa,2004,2986.100
Konkan & Goa,2005,3615.800
Konkan & Goa,2006,3482.200
Konkan & Goa,2007,3468.300
Konkan & Goa,2008,3053.000
Konkan & Goa,2009,2716.600
Konkan & Goa,2010,3778.100
Konkan & Goa,2011,3825.200
Konkan & Goa,2012,3018.400
Konkan & Goa,2013,3523.900
Konkan & Goa,2014,2757.700
Konkan & Goa,2015,2081.800
Konkan & Goa,2016,3663.900
Konkan & Goa,2017,3443.400
Lakshadweep,1901,1459.200
Lakshadweep,1902,2158.800
Lakshadweep,1903,1437.926
Lakshadweep,1904,1176.900
Lakshadweep,1905,1574.900
Lakshadweep,1906,1811.600
Lakshadweep,1907,1458.800
Lakshadweep,1908,1959.100
Lakshadweep,1909,1463.500
Lakshadweep,1910,1849.200
Lakshadweep,1911,1687.700
Lakshadweep,1912,1654.900
Lakshadweep,1913,1518.500
Lakshadweep,1914,2034.000
Lakshadweep,1915,1545.500
Lakshadweep,1916,1398.500
Lakshadweep,1917,1461.590
Lakshadweep,1919,1926.500
Lakshadweep,1920,2072.504
Lakshadweep,1921,1589.412
Lakshadweep,1922,1928.500
Lakshadweep,1923,1572.200
Lakshadweep,1924,1972.000
Lakshadweep,1925,1676.900
Lakshadweep,1926,1836.200
Lakshadweep,1927,1413.005
Lakshadweep,1928,1434.296
Lakshadweep,1929,1562.191
Lakshadweep,1930,1258.400
Lakshadweep,1931,1625.838
Lakshadweep,1932,1893.700
Lakshadweep,1933,2314.100
Lakshadweep,1934,1087.900
Lakshadweep,1935,1529.200
Lakshadweep,1936,1744.100
Lakshadweep,1937,1443.600
Lakshadweep,1938,1547.600
Lakshadweep,1939,1207.300
Lakshadweep,1940,1406.700
Lakshadweep,1941,1163.400
Lakshadweep,1942,1786.200
Lakshadweep,1943,1992.882
Lakshadweep,1944,1668.100
Lakshadweep,1945,1321.300
Lakshadweep,1946,1362.274
Lakshadweep,1947,1755.900
Lakshadweep,1948,1325.300
Lakshadweep,1949,1794.691
Lakshadweep,1950,1494.100
Lakshadweep,1951,1715.300
Lakshadweep,1952,1124.500
Lakshadweep,1953,1606.200
Lakshadweep,1954,1555.500
Lakshadweep,1955,1548.300
Lakshadweep,1956,1287.400
Lakshadweep,1957,1347.200
Lakshadweep,1958,992.600
Lakshadweep,1959,1583.600
Lakshadweep,1960,1901.800
Lakshadweep,1961,2235.300
Lakshadweep,1962,1586.600
Lakshadweep,1963,1902.100
Lakshadweep,1964,1651.700
Lakshadweep,1965,1405.900
Lakshadweep,1966,1741.500
Lakshadweep,1967,1287.300
Lakshadweep,1968,1344.400
Lakshadweep,1969,1416.100
Lakshadweep,1970,1783.000
Lakshadweep,1971,1901.400
Lakshadweep,1972,1287.600
Lakshadweep,1973,1557.400
Lakshadweep,1974,1511.300
Lakshadweep,1975,1890.500
Lakshadweep,1976,1502.100
Lakshadweep,1977,1848.200
Lakshadweep,1978,1967.400
Lakshadweep,1979,1825.400
Lakshadweep,1980,1211.700
Lakshadweep,1981,1617.400
Lakshadweep,1982,1392.000
Lakshadweep,1983,1403.200
Lakshadweep,1984,1591.600
Lakshadweep,1985,1303.400
Lakshadweep,1986,1465.900
Lakshadweep,1987,1288.600
Lakshadweep,1988,1450.800
Lakshadweep,1989,1714.400
Lakshadweep,1990,1310.500
Lakshadweep,1991,1583.000
Lakshadweep,1992,1534.900
Lakshadweep,1993,1449.700
Lakshadweep,1994,1547.100
Lakshadweep,1995,2030.900
Lakshadweep,1996,1606.000
Lakshadweep,1997,1764.700
Lakshadweep,1998,1986.900
Lakshadweep,1999,1857.300
Lakshadweep,2000,1372.100
Lakshadweep,2001,1380.600
Lakshadweep,2002,1033.500
Lakshadweep,2003,1532.900
Lakshadweep,2004,1553.200
Lakshadweep,2005,1575.400
Lakshadweep,2006,1598.600
Lakshadweep,2007,2361.600
Lakshadweep,2008,1726.800
Lakshadweep,2009,1570.100
Lakshadweep,2010,1725.200
Lakshadweep,2011,1533.700
Lakshadweep,2012,1405.500
Lakshadweep,2013,1426.300
Lakshadweep,2014,1395.000
Lakshadweep,2015,1642.900
Lakshadweep,2016,1065.700
Madhya Maharashtra,1901,769.100
Madhya Maharashtra,1902,784.000
Madhya Maharashtra,1903,837.900
Madhya Maharashtra,1904,603.600
Madhya Maharashtra,1905,537.700
Madhya Maharashtra,1906,744.300
Madhya Maharashtra,1907,815.100
Madhya Maharashtra,1908,722.000
Madhya Maharashtra,1909,755.200
Madhya Maharashtra,1910,915.200
Madhya Maharashtra,1911,544.500
Madhya Maharashtra,1912,764.900
Madhya Maharashtra,1913,732.500
Madhya Maharashtra,1914,1038.900
Madhya Maharashtra,1915,907.900
Madhya Maharashtra,1916,1072.500
Madhya Maharashtra,1917,938.200
Madhya Maharashtra,1918,438.200
Madhya Maharashtra,1919,878.900
Madhya Maharashtra,1920,600.300
Madhya Maharashtra,1921,734.300
Madhya Maharashtra,1922,805.100
Madhya Maharashtra,1923,680.900
Madhya Maharashtra,1924,748.300
Madhya Maharashtra,1925,661.700
Madhya Maharashtra,1926,787.200
Madhya Maharashtra,1927,925.000
Madhya Maharashtra,1928,831.700
Madhya Maharashtra,1929,690.400
Madhya Maharashtra,1930,929.100
Madhya Maharashtra,1931,1132.300
Madhya Maharashtra,1932,1045.000
Madhya Maharashtra,1933,1152.400
Madhya Maharashtra,1934,858.400
Madhya Maharashtra,1935,819.000
Madhya Maharashtra,1936,735.500
Madhya Maharashtra,1937,914.400
Madhya Maharashtra,1938,1126.300
Madhya Maharashtra,1939,821.700
Madhya Maharashtra,1940,893.300
Madhya Maharashtra,1941,774.300
Madhya Maharashtra,1942,941.200
Madhya Maharashtra,1943,993.100
Madhya Maharashtra,1944,1086.000
Madhya Maharashtra,1945,793.300
Madhya Maharashtra,1946,1103.600
Madhya Maharashtra,1947,905.600
Madhya Maharashtra,1948,1016.200
Madhya Maharashtra,1949,953.500
Madhya Maharashtra,1950,932.500
Madhya Maharashtra,1951,796.700
Madhya Maharashtra,1952,683.400
Madhya Maharashtra,1953,893.700
Madhya Maharashtra,1954,985.000
Madhya Maharashtra,1955,981.100
Madhya Maharashtra,1956,1233.800
Madhya Maharashtra,1957,849.800
Madhya Maharashtra,1958,1054.100
Madhya Maharashtra,1959,1118.900
Madhya Maharashtra,1960,885.900
Madhya Maharashtra,1961,1070.600
Madhya Maharashtra,1962,899.000
Madhya Maharashtra,1963,899.900
Madhya Maharashtra,1964,945.600
Madhya Maharashtra,1965,790.600
Madhya Maharashtra,1966,837.500
Madhya Maharashtra,1967,913.200
Madhya Maharashtra,1968,824.000
Madhya Maharashtra,1969,984.200
Madhya Maharashtra,1970,941.200
Madhya Maharashtra,1971,773.300
Madhya Maharashtra,1972,519.900
Madhya Maharashtra,1973,980.600
Madhya Maharashtra,1974,911.800
Madhya Maharashtra,1975,1040.700
Madhya Maharashtra,1976,1025.900
Madhya Maharashtra,1977,947.100
Madhya Maharashtra,1978,883.700
Madhya Maharashtra,1979,1026.700
Madhya Maharashtra,1980,939.500
Madhya Maharashtra,1981,929.800
Madhya Maharashtra,1982,752.000
Madhya Maharashtra,1983,918.600
Madhya Maharashtra,1984,779.800
Madhya Maharashtra,1985,656.000
Madhya Maharashtra,1986,644.300
Madhya Maharashtra,1987,807.500
Madhya Maharashtra,1988,976.500
Madhya Maharashtra,1989,816.500
Madhya Maharashtra,1990,1022.500
Madhya Maharashtra,1991,880.700
Madhya Maharashtra,1992,791.100
Madhya Maharashtra,1993,1019.900
Madhya Maharashtra,1994,1021.600
Madhya Maharashtra,1995,776.400
Madhya Maharashtra,1996,975.300
Madhya Maharashtra,1997,1000.900
Madhya Maharashtra,1998,1101.100
Madhya Maharashtra,1999,965.800
Madhya Maharashtra,2000,701.500
Madhya Maharashtra,2001,784.900
Madhya Maharashtra,2002,740.200
Madhya Maharashtra,2003,772.500
Madhya Maharashtra,2004,1029.500
Madhya Maharashtra,2005,1221.400
Madhya Maharashtra,2006,1395.600
Madhya Maharashtra,2007,1040.400
Madhya Maharashtra,2008,916.800
Madhya Maharashtra,2009,941.900
Madhya Maharashtra,2010,1027.600
Madhya Maharashtra,2011,852.500
Madhya Maharashtra,2012,690.000
Madhya Maharashtra,2013,962.500
Madhya Maharashtra,2014,838.000
Madhya Maharashtra,2015,644.500
Madhya Maharashtra,2016,906.200
Madhya Maharashtra,2017,994.300
Matathwada,1901,908.800
Matathwada,1902,744.100
Matathwada,1903,1032.700
Matathwada,1904,690.600
Matathwada,1905,505.800
Matathwada,1906,770.700
Matathwada,1907,557.900
Matathwada,1908,682.500
Matathwada,1909,892.800
Matathwada,1910,1134.200
Matathwada,1911,612.400
Matathwada,1912,488.400
Matathwada,1913,656.700
Matathwada,1914,989.100
Matathwada,1915,1001.600
Matathwada,1916,1177.900
Matathwada,1917,1168.200
Matathwada,1918,486.000
Matathwada,1919,662.800
Matathwada,1920,361.000
Matathwada,1921,562.400
Matathwada,1922,835.900
Matathwada,1923,764.900
Matathwada,1924,662.700
Matathwada,1925,604.900
Matathwada,1926,715.500
Matathwada,1927,744.600
Matathwada,1928,825.600
Matathwada,1929,609.400
Matathwada,1930,640.300
Matathwada,1931,1088.700
Matathwada,1932,844.200
Matathwada,1933,1122.900
Matathwada,1934,876.600
Matathwada,1935,922.000
Matathwada,1936,727.700
Matathwada,1937,738.300
Matathwada,1938,1072.700
Matathwada,1939,580.200
Matathwada,1940,855.600
Matathwada,1941,540.900
Matathwada,1942,1003.000
Matathwada,1943,852.400
Matathwada,1944,758.900
Matathwada,1945,622.200
Matathwada,1946,848.700
Matathwada,1947,855.000
Matathwada,1948,946.400
Matathwada,1949,914.200
Matathwada,1950,657.500
Matathwada,1951,731.400
Matathwada,1952,546.000
Matathwada,1953,891.200
Matathwada,1954,899.700
Matathwada,1955,1151.300
Matathwada,1956,1037.300
Matathwada,1957,900.600
Matathwada,1958,1024.400
Matathwada,1959,950.300
Matathwada,1960,738.300
Matathwada,1961,959.000
Matathwada,1962,945.700
Matathwada,1963,1001.100
Matathwada,1964,780.600
Matathwada,1965,631.300
Matathwada,1966,747.200
Matathwada,1967,759.800
