State,Year,Crop,Area_ha,Production_tonnes,Yield_t_per_ha
Andaman And Nicobar Islands,2011-12,Urad,744.900,410.900,0.551618
Andaman And Nicobar Islands,2012-13,Arecanut,4225.000,5975.000,1.414201
Andaman And Nicobar Islands,2012-13,Arhar/Tur,52.500,15.000,0.285714
Andaman And Nicobar Islands,2012-13,Banana,1675.000,18350.000,10.955224
Andaman And Nicobar Islands,2012-13,Black Pepper,600.000,130.000,0.216667
Andaman And Nicobar Islands,2012-13,Cashewnut,1200.000,377.700,0.314750
Andaman And Nicobar Islands,2012-13,Coconut,21875.000,125100000.000,5718.857143
Andaman And Nicobar Islands,2012-13,Cowpea(Lobia),390.000,2100.000,5.384615
Andaman And Nicobar Islands,2012-13,Dry Chillies,397.000,605.000,1.523929
Andaman And Nicobar Islands,2012-13,Ginger,215.000,1910.000,8.883721
Andaman And Nicobar Islands,2012-13,Groundnut,30.000,27.000,0.900000
Andaman And Nicobar Islands,2012-13,Maize,115.500,215.200,1.863203
Andaman And Nicobar Islands,2012-13,Moong(Green Gram),692.300,327.800,0.473494
Andaman And Nicobar Islands,2012-13,Rapeseed &Mustard,18.300,5.000,0.273224
Andaman And Nicobar Islands,2012-13,Rice,7850.000,14333.400,1.825911
Andaman And Nicobar Islands,2012-13,Sesamum,60.500,19.900,0.328926
Andaman And Nicobar Islands,2012-13,Sugarcane,274.500,5883.400,21.433151
Andaman And Nicobar Islands,2012-13,Sweet Potato,145.000,850.000,5.862069
Andaman And Nicobar Islands,2012-13,Tapioca,270.000,2120.000,7.851852
Andaman And Nicobar Islands,2012-13,Turmeric,78.000,470.000,6.025641
Andaman And Nicobar Islands,2012-13,Urad,681.400,355.600,0.521867
Andaman And Nicobar Islands,2013-14,Arecanut,4290.900,9966.400,2.322683
Andaman And Nicobar Islands,2013-14,Arhar/Tur,1.500,3.200,2.133333
Andaman And Nicobar Islands,2013-14,Banana,1817.500,14042.300,7.726162
Andaman And Nicobar Islands,2013-14,Black Pepper,573.300,76.600,0.133612
Andaman And Nicobar Islands,2013-14,Cashewnut,1197.600,378.900,0.316383
Andaman And Nicobar Islands,2013-14,Coconut,21900.000,129000000.000,5890.410959
Andaman And Nicobar Islands,2013-14,Cowpea(Lobia),587.000,3129.600,5.331516
Andaman And Nicobar Islands,2013-14,Dry Chillies,329.500,641.300,1.946282
Andaman And Nicobar Islands,2013-14,Ginger,187.000,1417.600,7.580749
Andaman And Nicobar Islands,2013-14,Groundnut,1.700,1.400,0.823529
Andaman And Nicobar Islands,2013-14,Maize,130.100,292.700,2.249808
Andaman And Nicobar Islands,2013-14,Moong(Green Gram),359.600,153.130,0.425834
Andaman And Nicobar Islands,2013-14,Rapeseed &Mustard,9.200,6.500,0.706522
Andaman And Nicobar Islands,2013-14,Rice,8005.200,16245.500,2.029368
Andaman And Nicobar Islands,2013-14,Sesamum,29.500,6.300,0.213559
Andaman And Nicobar Islands,2013-14,Sugarcane,269.500,7136.000,26.478664
Andaman And Nicobar Islands,2013-14,Sweet Potato,168.400,2693.200,15.992874
Andaman And Nicobar Islands,2013-14,Tapioca,239.200,4246.600,17.753344
Andaman And Nicobar Islands,2013-14,Turmeric,80.500,575.710,7.151677
Andaman And Nicobar Islands,2013-14,Urad,255.100,117.500,0.460604
Andaman And Nicobar Islands,2014-15,Arecanut,4669.500,9348.000,2.001927
Andaman And Nicobar Islands,2014-15,Arhar/Tur,14.900,14.200,0.953020
Andaman And Nicobar Islands,2014-15,Banana,1841.000,15962.000,8.670288
Andaman And Nicobar Islands,2014-15,Black Pepper,526.000,85.000,0.161597
Andaman And Nicobar Islands,2014-15,Cashewnut,1133.000,333.000,0.293910
Andaman And Nicobar Islands,2014-15,Coconut,21910.000,129800000.000,5924.235509
Andaman And Nicobar Islands,2014-15,Cowpea(Lobia),588.900,2441.200,4.145356
Andaman And Nicobar Islands,2014-15,Dry Chillies,310.600,974.100,3.136188
Andaman And Nicobar Islands,2014-15,Ginger,150.500,1420.500,9.438538
Andaman And Nicobar Islands,2014-15,Groundnut,4.500,3.000,0.666667
Andaman And Nicobar Islands,2014-15,Maize,167.100,603.000,3.608618
Andaman And Nicobar Islands,2014-15,Moong(Green Gram),946.000,470.500,0.497357
Andaman And Nicobar Islands,2014-15,Rapeseed &Mustard,8.500,4.700,0.552941
Andaman And Nicobar Islands,2014-15,Rice,6434.600,13119.300,2.038868
Andaman And Nicobar Islands,2014-15,Sesamum,23.000,7.300,0.317391
Andaman And Nicobar Islands,2014-15,Sugarcane,190.000,3955.000,20.815789
Andaman And Nicobar Islands,2014-15,Sweet Potato,149.000,2662.000,17.865772
Andaman And Nicobar Islands,2014-15,Tapioca,212.300,3265.000,15.379180
Andaman And Nicobar Islands,2014-15,Turmeric,112.600,892.700,7.928064
Andaman And Nicobar Islands,2014-15,Urad,552.100,325.300,0.589205
Andaman And Nicobar Islands,2015-16,Arecanut,4623.500,10327.500,2.233697
Andaman And Nicobar Islands,2015-16,Arhar/Tur,1.000,0.500,0.500000
Andaman And Nicobar Islands,2015-16,Banana,2015.000,17650.000,8.759305
Andaman And Nicobar Islands,2015-16,Black Pepper,380.500,53.500,0.140604
Andaman And Nicobar Islands,2015-16,Cashewnut,1053.000,281.000,0.266857
Andaman And Nicobar Islands,2015-16,Coconut,21915.000,131600000.000,6005.019393
Andaman And Nicobar Islands,2015-16,Cowpea(Lobia),571.000,3363.500,5.890543
Andaman And Nicobar Islands,2015-16,Dry Chillies,223.600,1032.500,4.617621
Andaman And Nicobar Islands,2015-16,Ginger,158.500,1822.500,11.498423
Andaman And Nicobar Islands,2015-16,Groundnut,1.200,0.600,0.500000
Andaman And Nicobar Islands,2015-16,Maize,120.500,352.000,2.921162
Andaman And Nicobar Islands,2015-16,Moong(Green Gram),892.500,545.100,0.610756
Andaman And Nicobar Islands,2015-16,Rapeseed &Mustard,5.300,1.400,0.264151
Andaman And Nicobar Islands,2015-16,Rice,6100.000,13678.000,2.242295
Andaman And Nicobar Islands,2015-16,Sesamum,35.000,6.700,0.191429
Andaman And Nicobar Islands,2015-16,Sugarcane,109.300,2350.000,21.500457
Andaman And Nicobar Islands,2015-16,Sunflower,0.500,0.200,0.400000
Andaman And Nicobar Islands,2015-16,Sweet Potato,83.500,760.000,9.101796
Andaman And Nicobar Islands,2015-16,Tapioca,107.500,2070.000,19.255814
Andaman And Nicobar Islands,2015-16,Turmeric,108.500,1024.000,9.437788
Andaman And Nicobar Islands,2015-16,Urad,525.000,376.000,0.716190
Andaman And Nicobar Islands,2016-17,Arecanut,4619.500,10608.000,2.296352
Andaman And Nicobar Islands,2016-17,Arhar/Tur,6.500,0.300,0.046154
Andaman And Nicobar Islands,2016-17,Banana,2136.100,13344.300,6.247039
Andaman And Nicobar Islands,2016-17,Black Pepper,297.300,52.810,0.177632
Andaman And Nicobar Islands,2016-17,Cashewnut,449.000,42.930,0.095612
Andaman And Nicobar Islands,2016-17,Coconut,22079.000,133000000.000,6023.823543
Andaman And Nicobar Islands,2016-17,Cowpea(Lobia),2.000,16800000.000,8400000.000000
Andaman And Nicobar Islands,2016-17,Dry Chillies,148.470,1473.830,9.926787
Andaman And Nicobar Islands,2016-17,Ginger,169.780,1863.310,10.974850
Andaman And Nicobar Islands,2016-17,Groundnut,0.500,0.750,1.500000
Andaman And Nicobar Islands,2016-17,Maize,103.500,216.320,2.090048
Andaman And Nicobar Islands,2016-17,Moong(Green Gram),765.900,222.750,0.290834
Andaman And Nicobar Islands,2016-17,Rapeseed &Mustard,4.500,1.160,0.257778
Andaman And Nicobar Islands,2016-17,Rice,4876.470,12593.720,2.582548
Andaman And Nicobar Islands,2016-17,Sesamum,4.000,1.050,0.262500
Andaman And Nicobar Islands,2016-17,Sugarcane,121.330,1543.640,12.722657
Andaman And Nicobar Islands,2016-17,Sunflower,0.500,0.400,0.800000
Andaman And Nicobar Islands,2016-17,Sweet Potato,67.000,853.000,12.731343
Andaman And Nicobar Islands,2016-17,Tapioca,133.000,2069.000,15.556391
Andaman And Nicobar Islands,2016-17,Turmeric,113.510,1325.160,11.674390
Andaman And Nicobar Islands,2016-17,Urad,760.750,244.660,0.321604
Andaman And Nicobar Islands,2017-18,Arecanut,3498.300,15283.370,4.368799
Andaman And Nicobar Islands,2017-18,Arhar/Tur,1.200,0.600,0.500000
Andaman And Nicobar Islands,2017-18,Banana,1814.850,13612.490,7.500614
Andaman And Nicobar Islands,2017-18,Black Pepper,90.620,352.270,3.887332
Andaman And Nicobar Islands,2017-18,Cashewnut,38.700,43.670,1.128424
Andaman And Nicobar Islands,2017-18,Coconut,16274.800,124780000.000,7667.068105
Andaman And Nicobar Islands,2017-18,Dry Chillies,65.230,911.370,13.971639
Andaman And Nicobar Islands,2017-18,Ginger,153.740,1821.060,11.845063
Andaman And Nicobar Islands,2017-18,Maize,43.620,37.580,0.861531
Andaman And Nicobar Islands,2017-18,Moong(Green Gram),194.000,60.550,0.312113
Andaman And Nicobar Islands,2017-18,Other Oilseeds,0.160,0.200,1.250000
Andaman And Nicobar Islands,2017-18,Rapeseed &Mustard,0.110,0.260,2.363636
Andaman And Nicobar Islands,2017-18,Rice,5340.550,11230.140,2.102806
Andaman And Nicobar Islands,2017-18,Sesamum,0.230,0.270,1.173913
Andaman And Nicobar Islands,2017-18,Sugarcane,110.520,388.700,3.517010
Andaman And Nicobar Islands,2017-18,Sweet Potato,44.660,1340.730,30.020824
Andaman And Nicobar Islands,2017-18,Tapioca,113.200,1355.540,11.974735
Andaman And Nicobar Islands,2017-18,Turmeric,102.550,906.010,8.834812
Andaman And Nicobar Islands,2017-18,Urad,354.800,116.040,0.327057
Andaman And Nicobar Islands,2018-19,Arecanut,4075.690,12389.290,3.039802
Andaman And Nicobar Islands,2018-19,Banana,1902.110,16690.120,8.774529
Andaman And Nicobar Islands,2018-19,Black Pepper,90.440,7.590,0.083923
Andaman And Nicobar Islands,2018-19,Cashewnut,42.060,43.810,1.041607
Andaman And Nicobar Islands,2018-19,Coconut,18148.630,96180000.000,5299.573577
Andaman And Nicobar Islands,2018-19,Dry Chillies,205.550,780.990,3.799514
Andaman And Nicobar Islands,2018-19,Ginger,125.910,637.190,5.060678
Andaman And Nicobar Islands,2018-19,Groundnut,2.000,1.200,0.600000
Andaman And Nicobar Islands,2018-19,Maize,32.430,48.960,1.509713
Andaman And Nicobar Islands,2018-19,Moong(Green Gram),99.800,20.960,0.210020
Andaman And Nicobar Islands,2018-19,Rapeseed &Mustard,0.300,1.200,4.000000
Andaman And Nicobar Islands,2018-19,Rice,5391.110,11440.360,2.122079
Andaman And Nicobar Islands,2018-19,Sesamum,1.200,0.300,0.250000
Andaman And Nicobar Islands,2018-19,Sugarcane,116.380,656.680,5.642550
Andaman And Nicobar Islands,2018-19,Sunflower,0.200,0.600,3.000000
Andaman And Nicobar Islands,2018-19,Sweet Potato,34.010,481.530,14.158483
Andaman And Nicobar Islands,2018-19,Tapioca,90.180,1325.580,14.699268
Andaman And Nicobar Islands,2018-19,Turmeric,71.310,313.380,4.394615
Andaman And Nicobar Islands,2018-19,Urad,181.200,29.240,0.161369
Andaman And Nicobar Islands,2019-20,Arecanut,4335.800,10589.200,2.442271
Andaman And Nicobar Islands,2019-20,Banana,2036.200,16115.420,7.914458
Andaman And Nicobar Islands,2019-20,Black Pepper,89.220,21.010,0.235485
Andaman And Nicobar Islands,2019-20,Cashewnut,50.060,42.070,0.840392
Andaman And Nicobar Islands,2019-20,Coconut,20070.480,112550000.000,5607.738330
Andaman And Nicobar Islands,2019-20,Dry Chillies,73.090,313.430,4.288275
Andaman And Nicobar Islands,2019-20,Ginger,121.600,607.210,4.993503
Andaman And Nicobar Islands,2019-20,Groundnut,3.000,1.700,0.566667
Andaman And Nicobar Islands,2019-20,Maize,20.590,57.000,2.768334
Andaman And Nicobar Islands,2019-20,Moong(Green Gram),363.520,217.150,0.597354
Andaman And Nicobar Islands,2019-20,Rice,5701.120,17981.250,3.153986
Andaman And Nicobar Islands,2019-20,Sesamum,0.500,0.300,0.600000
Andaman And Nicobar Islands,2019-20,Sugarcane,88.460,829.640,9.378702
Andaman And Nicobar Islands,2019-20,Sweet Potato,41.300,649.540,15.727361
Andaman And Nicobar Islands,2019-20,Tapioca,102.480,1161.050,11.329528
Andaman And Nicobar Islands,2019-20,Turmeric,71.190,204.400,2.871190
Andaman And Nicobar Islands,2019-20,Urad,155.900,83.100,0.533034
Andhra Pradesh,1997-98,Arhar/Tur,249000.000,49800.000,0.200000
Andhra Pradesh,1997-98,Bajra,79900.000,60100.000,0.752190
Andhra Pradesh,1997-98,Castor Seed,105900.000,26600.000,0.251180
Andhra Pradesh,1997-98,Cotton(Lint),703300.000,1201600.000,1.708517
Andhra Pradesh,1997-98,Dry Chillies,159200.000,322200.000,2.023869
Andhra Pradesh,1997-98,Gram,139600.000,57500.000,0.411891
Andhra Pradesh,1997-98,Groundnut,1691100.000,1082100.000,0.639879
Andhra Pradesh,1997-98,Horse-Gram,93100.000,39900.000,0.428571
Andhra Pradesh,1997-98,Jowar,476300.000,370700.000,0.778291
Andhra Pradesh,1997-98,Maize,346700.000,951200.000,2.743582
Andhra Pradesh,1997-98,Mesta,85700.000,561100.000,6.547258
Andhra Pradesh,1997-98,Moong(Green Gram),407100.000,127600.000,0.313437
Andhra Pradesh,1997-98,Other  Rabi Pulses,1100.000,200.000,0.181818
Andhra Pradesh,1997-98,Other Kharif Pulses,5800.000,1200.000,0.206897
Andhra Pradesh,1997-98,Ragi,89500.000,83200.000,0.929609
Andhra Pradesh,1997-98,Rice,3371200.000,8289400.000,2.458887
Andhra Pradesh,1997-98,Sesamum,111300.000,14200.000,0.127583
Andhra Pradesh,1997-98,Small Millets,14500.000,2200.000,0.151724
Andhra Pradesh,1997-98,Sugarcane,192300.000,13937900.000,72.479979
Andhra Pradesh,1997-98,Sunflower,338800.000,166900.000,0.492621
Andhra Pradesh,1997-98,Tobacco,194500.000,193500.000,0.994859
Andhra Pradesh,1997-98,Urad,480100.000,208300.000,0.433868
Andhra Pradesh,1997-98,Wheat,7100.000,3800.000,0.535211
Andhra Pradesh,1998-99,Arhar/Tur,308500.000,146700.000,0.475527
Andhra Pradesh,1998-99,Bajra,112500.000,113500.000,1.008889
Andhra Pradesh,1998-99,Castor Seed,99900.000,26700.000,0.267267
Andhra Pradesh,1998-99,Cotton(Lint),1025200.000,1290600.000,1.258876
Andhra Pradesh,1998-99,Dry Chillies,202800.000,500600.000,2.468442
Andhra Pradesh,1998-99,Gram,140100.000,129500.000,0.924340
Andhra Pradesh,1998-99,Groundnut,1856100.000,2049300.000,1.104089
Andhra Pradesh,1998-99,Horse-Gram,94500.000,31400.000,0.332275
Andhra Pradesh,1998-99,Jowar,436300.000,320100.000,0.733669
Andhra Pradesh,1998-99,Maize,348700.000,1236300.000,3.545455
Andhra Pradesh,1998-99,Mesta,69500.000,540500.000,7.776978
Andhra Pradesh,1998-99,Moong(Green Gram),419700.000,247000.000,0.588516
Andhra Pradesh,1998-99,Other  Rabi Pulses,1500.000,800.000,0.533333
Andhra Pradesh,1998-99,Other Kharif Pulses,8100.000,2900.000,0.358025
Andhra Pradesh,1998-99,Ragi,90600.000,112400.000,1.240618
Andhra Pradesh,1998-99,Rice,4091000.000,11400100.000,2.786629
Andhra Pradesh,1998-99,Sesamum,141800.000,35000.000,0.246827
Andhra Pradesh,1998-99,Small Millets,3200.000,2100.000,0.656250
Andhra Pradesh,1998-99,Sugarcane,213400.000,16472900.000,77.192596
Andhra Pradesh,1998-99,Sunflower,295400.000,184200.000,0.623561
Andhra Pradesh,1998-99,Tobacco,185400.000,241400.000,1.302050
Andhra Pradesh,1998-99,Urad,411400.000,254900.000,0.619592
Andhra Pradesh,1998-99,Wheat,8500.000,4900.000,0.576471
Andhra Pradesh,1999-00,Bajra,99321.000,89079.000,0.896880
Andhra Pradesh,1999-00,Castor Seed,106748.000,23116.000,0.216547
Andhra Pradesh,1999-00,Cotton(Lint),826518.000,1332877.000,1.612641
Andhra Pradesh,1999-00,Dry Chillies,244558.000,471531.000,1.928095
Andhra Pradesh,1999-00,Gram,157206.000,91289.000,0.580697
Andhra Pradesh,1999-00,Groundnut,1667466.000,1021378.000,0.612533
Andhra Pradesh,1999-00,Horse-Gram,86730.000,31487.000,0.363046
Andhra Pradesh,1999-00,Jowar,436924.000,346679.000,0.793454
Andhra Pradesh,1999-00,Linseed,1974.000,296.000,0.149949
Andhra Pradesh,1999-00,Maize,385848.000,1279466.000,3.315985
Andhra Pradesh,1999-00,Masoor,332363.000,123401.000,0.371284
Andhra Pradesh,1999-00,Moong(Green Gram),404392.000,195585.000,0.483652
Andhra Pradesh,1999-00,Niger Seed,18602.000,7164.000,0.385120
Andhra Pradesh,1999-00,Onion,31461.000,474821.000,15.092368
Andhra Pradesh,1999-00,Ragi,83827.000,100417.000,1.197908
Andhra Pradesh,1999-00,Rapeseed &Mustard,2904.000,638.000,0.219697
Andhra Pradesh,1999-00,Rice,3803769.000,10222999.000,2.687597
Andhra Pradesh,1999-00,Safflower,15325.000,6999.000,0.456705
Andhra Pradesh,1999-00,Sesamum,153571.000,35007.000,0.227953
Andhra Pradesh,1999-00,Sugarcane,232077.000,18485530.000,79.652572
Andhra Pradesh,1999-00,Sunflower,74294.000,49815.000,0.670512
Andhra Pradesh,1999-00,Tobacco,128826.000,133652.000,1.037461
Andhra Pradesh,1999-00,Urad,440322.000,284334.000,0.645741
Andhra Pradesh,1999-00,Wheat,9414.000,6308.000,0.670066
Andhra Pradesh,2000-01,Arecanut,262.000,724.000,2.763359
Andhra Pradesh,2000-01,Arhar/Tur,407812.000,181005.000,0.443844
Andhra Pradesh,2000-01,Bajra,124627.000,136800.000,1.097675
Andhra Pradesh,2000-01,Banana,48887.000,981309.000,20.073005
Andhra Pradesh,2000-01,Cashewnut,145290.000,31236.000,0.214991
